series,episode,baker_first_name,baker_last_name,baker_age,baker_occupation,hometown,technical,result,signature_bake,show_stopper
8,6,Kate,Lyon,29,Health and safety inspector,Merseyside,5,stayed in,'Vegetarian Pie Faces' Decorative Pies,Potato Curry Pie with Mango & Chilli Glaze
8,6,Sophie,Faldo,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey",2,stayed in,'The Four Seasons' Decorative Pies,Game Pie with Glazed Forest Fruits
8,6,Stacey,Hart,42,Former school teacher,"Radlett, Hertfordshire",6,stayed in,'Love Theme' Decorative Pies,Indian Hand Raised Pie with Mango
8,6,Steven,Carter-Bailey,34,Marketer,"Watford, Hertfordshire",3,stayed in,'Fleetwood Mac' Decorative Pies,Christmas Pie
8,6,Yan,Tsou,46,Laboratory research scientist,North London,1,stayed in,'πr2' Decorative Pies,Chequerboard Pie
8,6,Julia,Chernogorova,21,Aviation Broker,"Crawley, West Sussex",7,Eliminated,'Pies from the Tree' Decorative Pies,'Special Occasion' Pie
8,6,Liam,Charles,19,Student,North London,4,Star Baker,'Standard FC' Decorative Pies,'Nan's Sunday Dinner' Pie
8,6,Chris,Geiger,50,Software developer,Bristol,NA,NA,NA,NA
8,6,Flo,Atkins,71,Retired,Merseyside,NA,NA,NA,NA
8,6,James,Hillery,46,Banker,"Brentwood, Essex",NA,NA,NA,NA
8,6,Peter,Abatan,52,IT programme manager,"Southend, Essex",NA,NA,NA,NA
8,6,Tom,Hetherington,29,Architect,Edinburgh,NA,NA,NA,NA
8,7,Kate,Lyon,29,Health and safety inspector,Merseyside,6,stayed in,'Happy Hour' Cocktail Cannoli,'Flavour Fusion' Sfogliatelle
8,7,Liam,Charles,19,Student,North London,2,stayed in,'Just Doing Me' Cannoli,'Morning Delivery' Sfogliatelle
8,7,Sophie,Faldo,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey",3,stayed in,'Classics with a Twist' Cannoli,'Classics' Sfogliatelle
8,7,Stacey,Hart,42,Former school teacher,"Radlett, Hertfordshire",4,stayed in,My All Time Favourite Desserts,Pastry Surprise
8,7,Yan,Tsou,46,Laboratory research scientist,North London,5,Eliminated,Cannoli Cocktails,Canadian-Style Sfogliatelle
8,7,Steven,Carter-Bailey,34,Marketer,"Watford, Hertfordshire",1,Star Baker,Italian Style Cannoli,'Sicilian-style' Sfogliatelle
8,7,Chris,Geiger,50,Software developer,Bristol,NA,NA,NA,NA
8,7,Flo,Atkins,71,Retired,Merseyside,NA,NA,NA,NA
8,7,James,Hillery,46,Banker,"Brentwood, Essex",NA,NA,NA,NA
8,7,Julia,Chernogorova,21,Aviation Broker,"Crawley, West Sussex",NA,NA,NA,NA
8,7,Peter,Abatan,52,IT programme manager,"Southend, Essex",NA,NA,NA,NA
8,7,Tom,Hetherington,29,Architect,Edinburgh,NA,NA,NA,NA
8,8,Kate,Lyon,29,Health and safety inspector,Merseyside,2,stayed in,Burrito Bedfordshire Clangers,'Liver Building Turret' Savoy Cake
8,8,Sophie,Faldo,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey",4,stayed in,Char Siu & Banana Praline Bedfordshire Clangers,Citrus with Green Apple Croquembouche Savoy Cake
8,8,Steven,Carter-Bailey,34,Marketer,"Watford, Hertfordshire",1,stayed in,'Mediterranean Medley' Bedfordshire Clangers,Chestnut Rum Savoy Cake
8,8,Liam,Charles,19,Student,North London,5,Eliminated,'Take Out' Bedfordshire Clangers,'Fort Wizardore' Savoy Cake
8,8,Stacey,Hart,42,Former school teacher,"Radlett, Hertfordshire",3,Star Baker,Camembert & Onion and Apple & Blueberry Bedfordshire Clangers,'Bright' Lemon & Orange Savoy Cake
8,8,Chris,Geiger,50,Software developer,Bristol,NA,NA,NA,NA
8,8,Flo,Atkins,71,Retired,Merseyside,NA,NA,NA,NA
8,8,James,Hillery,46,Banker,"Brentwood, Essex",NA,NA,NA,NA
8,8,Julia,Chernogorova,21,Aviation Broker,"Crawley, West Sussex",NA,NA,NA,NA
8,8,Peter,Abatan,52,IT programme manager,"Southend, Essex",NA,NA,NA,NA
8,8,Tom,Hetherington,29,Architect,Edinburgh,NA,NA,NA,NA
8,8,Yan,Tsou,46,Laboratory research scientist,North London,NA,NA,NA,NA
8,9,Kate,Lyon,29,Health and safety inspector,Merseyside,4,stayed in,Bellini and Valencian Orange Choux Buns,'Rainbow' Meringue Centrepiece
8,9,Steven,Carter-Bailey,34,Marketer,"Watford, Hertfordshire",3,stayed in,Key Lime Cheesecake and Bakewell Tart Choux Buns,'Some Air Over the Rainbow' Meringue Centrepiece
8,9,Stacey,Hart,42,Former school teacher,"Radlett, Hertfordshire",2,Eliminated,'Choux-nicorn and Choux-moji' Choux Buns,'Flamingos in Love' Meringue Centrepiece
8,9,Sophie,Faldo,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey",1,Star Baker,Strawberry & Rhubarb and Chestnut & Vanilla Choux Buns,'Tutu with Opera Filling' Meringue Centrepiece
8,9,Chris,Geiger,50,Software developer,Bristol,NA,NA,NA,NA
8,9,Flo,Atkins,71,Retired,Merseyside,NA,NA,NA,NA
8,9,James,Hillery,46,Banker,"Brentwood, Essex",NA,NA,NA,NA
8,9,Julia,Chernogorova,21,Aviation Broker,"Crawley, West Sussex",NA,NA,NA,NA
8,9,Liam,Charles,19,Student,North London,NA,NA,NA,NA
8,9,Peter,Abatan,52,IT programme manager,"Southend, Essex",NA,NA,NA,NA
8,9,Tom,Hetherington,29,Architect,Edinburgh,NA,NA,NA,NA
8,9,Yan,Tsou,46,Laboratory research scientist,North London,NA,NA,NA,NA
8,10,Kate,Lyon,29,Health and safety inspector,Merseyside,3,Series Runner up,"Roman Spelt, Coconut Kala Chana and Flower Breads","White Chocolate, Yuzu and Lychee Entremet"
8,10,Steven,Carter-Bailey,34,Marketer,"Watford, Hertfordshire",1,Series Runner up,"Spelt & Rye, Toasted Garlic & Fontina and Sweet Chocolate Breads",'Yin Yang' Entremet
8,10,Sophie,Faldo,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey",2,Series Winner,"Spelt Boules, Mushroom Ciabatta and Orange Plaited Brioche",'Ode to the Honey Bee' Entremet
8,10,Chris,Geiger,50,Software developer,Bristol,NA,NA,NA,NA
8,10,Flo,Atkins,71,Retired,Merseyside,NA,NA,NA,NA
8,10,James,Hillery,46,Banker,"Brentwood, Essex",NA,NA,NA,NA
8,10,Julia,Chernogorova,21,Aviation Broker,"Crawley, West Sussex",NA,NA,NA,NA
8,10,Liam,Charles,19,Student,North London,NA,NA,NA,NA
8,10,Peter,Abatan,52,IT programme manager,"Southend, Essex",NA,NA,NA,NA
8,10,Stacey,Hart,42,Former school teacher,"Radlett, Hertfordshire",NA,NA,NA,NA
8,10,Tom,Hetherington,29,Architect,Edinburgh,NA,NA,NA,NA
8,10,Yan,Tsou,46,Laboratory research scientist,North London,NA,NA,NA,NA
9,1,Antony,Amourdoux,30,Banker,London,12,stayed in,NA,NA
9,1,Briony,Williams,33,Full-time parent,Bristol,2,stayed in,NA,NA
9,1,Dan,Beasley-Harling,36,Full-time parent,London,4,stayed in,NA,NA
9,1,Jon,Jenkins,47,Blood courier,Newport,5,stayed in,NA,NA
9,1,Karen,Wright,60,In-store sampling assistant,Wakefield,6,stayed in,NA,NA
9,1,Kim-Joy,Hewlett,27,Mental health specialist,Leeds,10,stayed in,NA,NA
9,1,Luke,Thompson,30,Civil servant/house and techno DJ,Sheffield,8,stayed in,NA,NA
9,1,Rahul,Mandal,30,Research scientist,Rotherham,7,stayed in,NA,NA
9,1,Ruby,Bhogal,29,Project manager,London,1,stayed in,NA,NA
9,1,Terry,Hartill,56,Retired air steward,West Midlands,9,stayed in,NA,NA
9,1,Imelda,McCarron,33,Countryside recreation officer,County Tyrone,11,Eliminated,NA,NA
9,1,Manon,Lagrave,26,Software project manager,London,3,Star Baker,NA,NA
9,2,Antony,Amourdoux,30,Banker,London,9,stayed in,NA,NA
9,2,Briony,Williams,33,Full-time parent,Bristol,5,stayed in,NA,NA
9,2,Dan,Beasley-Harling,36,Full-time parent,London,3,stayed in,NA,NA
9,2,Jon,Jenkins,47,Blood courier,Newport,1,stayed in,NA,NA
9,2,Karen,Wright,60,In-store sampling assistant,Wakefield,11,stayed in,NA,NA
9,2,Kim-Joy,Hewlett,27,Mental health specialist,Leeds,4,stayed in,NA,NA
9,2,Manon,Lagrave,26,Software project manager,London,6,stayed in,NA,NA
9,2,Ruby,Bhogal,29,Project manager,London,10,stayed in,NA,NA
9,2,Terry,Hartill,56,Retired air steward,West Midlands,8,stayed in,NA,NA
9,2,Luke,Thompson,30,Civil servant/house and techno DJ,Sheffield,7,Eliminated,NA,NA
9,2,Rahul,Mandal,30,Research scientist,Rotherham,2,Star Baker,NA,NA
9,2,Imelda,McCarron,33,Countryside recreation officer,County Tyrone,NA,NA,NA,NA
9,3,Briony,Williams,33,Full-time parent,Bristol,9,stayed in,NA,NA
9,3,Dan,Beasley-Harling,36,Full-time parent,London,6,stayed in,NA,NA
9,3,Jon,Jenkins,47,Blood courier,Newport,2,stayed in,NA,NA
9,3,Karen,Wright,60,In-store sampling assistant,Wakefield,5,stayed in,NA,NA
9,3,Kim-Joy,Hewlett,27,Mental health specialist,Leeds,10,stayed in,NA,NA
9,3,Manon,Lagrave,26,Software project manager,London,3,stayed in,NA,NA
9,3,Ruby,Bhogal,29,Project manager,London,7,stayed in,NA,NA
9,3,Terry,Hartill,56,Retired air steward,West Midlands,1,stayed in,NA,NA
9,3,Antony,Amourdoux,30,Banker,London,8,Eliminated,NA,NA
9,3,Rahul,Mandal,30,Research scientist,Rotherham,4,Star Baker,NA,NA
9,3,Imelda,McCarron,33,Countryside recreation officer,County Tyrone,NA,NA,NA,NA
9,3,Luke,Thompson,30,Civil servant/house and techno DJ,Sheffield,NA,NA,NA,NA
9,4,Terry,Hartill,56,Retired air steward,West Midlands,NA,NA,NA,NA
9,4,Briony,Williams,33,Full-time parent,Bristol,5,stayed in,NA,NA
9,4,Jon,Jenkins,47,Blood courier,Newport,3,stayed in,NA,NA
9,4,Karen,Wright,60,In-store sampling assistant,Wakefield,7,stayed in,NA,NA
9,4,Kim-Joy,Hewlett,27,Mental health specialist,Leeds,6,stayed in,NA,NA
9,4,Manon,Lagrave,26,Software project manager,London,8,stayed in,NA,NA
9,4,Rahul,Mandal,30,Research scientist,Rotherham,4,stayed in,NA,NA
9,4,Ruby,Bhogal,29,Project manager,London,2,stayed in,NA,NA
9,4,Dan,Beasley-Harling,36,Full-time parent,London,1,Star Baker,NA,NA
9,4,Antony,Amourdoux,30,Banker,London,NA,NA,NA,NA
9,4,Imelda,McCarron,33,Countryside recreation officer,County Tyrone,NA,NA,NA,NA
9,4,Luke,Thompson,30,Civil servant/house and techno DJ,Sheffield,NA,NA,NA,NA
9,5,Briony,Williams,33,Full-time parent,Bristol,6,stayed in,NA,NA
9,5,Dan,Beasley-Harling,36,Full-time parent,London,2,stayed in,NA,NA
9,5,Jon,Jenkins,47,Blood courier,Newport,7,stayed in,NA,NA
9,5,Manon,Lagrave,26,Software project manager,London,5,stayed in,NA,NA
9,5,Rahul,Mandal,30,Research scientist,Rotherham,3,stayed in,NA,NA
9,5,Ruby,Bhogal,29,Project manager,London,1,stayed in,NA,NA
9,5,Karen,Wright,60,In-store sampling assistant,Wakefield,9,Eliminated,NA,NA
9,5,Terry,Hartill,56,Retired air steward,West Midlands,8,Eliminated,NA,NA
9,5,Kim-Joy,Hewlett,27,Mental health specialist,Leeds,4,Star Baker,NA,NA
9,5,Antony,Amourdoux,30,Banker,London,NA,NA,NA,NA
9,5,Imelda,McCarron,33,Countryside recreation officer,County Tyrone,NA,NA,NA,NA
9,5,Luke,Thompson,30,Civil servant/house and techno DJ,Sheffield,NA,NA,NA,NA
9,6,Jon,Jenkins,47,Blood courier,Newport,2,stayed in,NA,NA
9,6,Kim-Joy,Hewlett,27,Mental health specialist,Leeds,5,stayed in,NA,NA
9,6,Manon,Lagrave,26,Software project manager,London,4,stayed in,NA,NA
9,6,Rahul,Mandal,30,Research scientist,Rotherham,3,stayed in,NA,NA
9,6,Ruby,Bhogal,29,Project manager,London,7,stayed in,NA,NA
9,6,Dan,Beasley-Harling,36,Full-time parent,London,6,Eliminated,NA,NA
9,6,Briony,Williams,33,Full-time parent,Bristol,1,Star Baker,NA,NA
9,6,Antony,Amourdoux,30,Banker,London,NA,NA,NA,NA
9,6,Imelda,McCarron,33,Countryside recreation officer,County Tyrone,NA,NA,NA,NA
9,6,Karen,Wright,60,In-store sampling assistant,Wakefield,NA,NA,NA,NA
9,6,Luke,Thompson,30,Civil servant/house and techno DJ,Sheffield,NA,NA,NA,NA
9,6,Terry,Hartill,56,Retired air steward,West Midlands,NA,NA,NA,NA
9,7,Briony,Williams,33,Full-time parent,Bristol,5,stayed in,NA,NA
9,7,Manon,Lagrave,26,Software project manager,London,2,stayed in,NA,NA
9,7,Rahul,Mandal,30,Research scientist,Rotherham,1,stayed in,NA,NA
9,7,Ruby,Bhogal,29,Project manager,London,3,stayed in,NA,NA
9,7,Jon,Jenkins,47,Blood courier,Newport,4,Eliminated,NA,NA
9,7,Kim-Joy,Hewlett,27,Mental health specialist,Leeds,6,Star Baker,NA,NA
9,7,Antony,Amourdoux,30,Banker,London,NA,NA,NA,NA
9,7,Dan,Beasley-Harling,36,Full-time parent,London,NA,NA,NA,NA
9,7,Imelda,McCarron,33,Countryside recreation officer,County Tyrone,NA,NA,NA,NA
9,7,Karen,Wright,60,In-store sampling assistant,Wakefield,NA,NA,NA,NA
9,7,Luke,Thompson,30,Civil servant/house and techno DJ,Sheffield,NA,NA,NA,NA
9,7,Terry,Hartill,56,Retired air steward,West Midlands,NA,NA,NA,NA
9,8,Briony,Williams,33,Full-time parent,Bristol,1,stayed in,NA,NA
9,8,Kim-Joy,Hewlett,27,Mental health specialist,Leeds,2,stayed in,NA,NA
9,8,Rahul,Mandal,30,Research scientist,Rotherham,5,stayed in,NA,NA
9,8,Manon,Lagrave,26,Software project manager,London,4,Eliminated,NA,NA
9,8,Ruby,Bhogal,29,Project manager,London,3,Star Baker,NA,NA
9,8,Antony,Amourdoux,30,Banker,London,NA,NA,NA,NA
9,8,Dan,Beasley-Harling,36,Full-time parent,London,NA,NA,NA,NA
9,8,Imelda,McCarron,33,Countryside recreation officer,County Tyrone,NA,NA,NA,NA
9,8,Jon,Jenkins,47,Blood courier,Newport,NA,NA,NA,NA
9,8,Karen,Wright,60,In-store sampling assistant,Wakefield,NA,NA,NA,NA
9,8,Luke,Thompson,30,Civil servant/house and techno DJ,Sheffield,NA,NA,NA,NA
9,8,Terry,Hartill,56,Retired air steward,West Midlands,NA,NA,NA,NA
9,9,Kim-Joy,Hewlett,27,Mental health specialist,Leeds,2,stayed in,NA,NA
9,9,Rahul,Mandal,30,Research scientist,Rotherham,4,stayed in,NA,NA
9,9,Briony,Williams,33,Full-time parent,Bristol,3,Eliminated,NA,NA
9,9,Ruby,Bhogal,29,Project manager,London,1,Star Baker,NA,NA
9,9,Antony,Amourdoux,30,Banker,London,NA,NA,NA,NA
9,9,Dan,Beasley-Harling,36,Full-time parent,London,NA,NA,NA,NA
9,9,Imelda,McCarron,33,Countryside recreation officer,County Tyrone,NA,NA,NA,NA
9,9,Jon,Jenkins,47,Blood courier,Newport,NA,NA,NA,NA
9,9,Karen,Wright,60,In-store sampling assistant,Wakefield,NA,NA,NA,NA
9,9,Luke,Thompson,30,Civil servant/house and techno DJ,Sheffield,NA,NA,NA,NA
9,9,Manon,Lagrave,26,Software project manager,London,NA,NA,NA,NA
9,9,Terry,Hartill,56,Retired air steward,West Midlands,NA,NA,NA,NA
9,10,Kim-Joy,Hewlett,27,Mental health specialist,Leeds,1,Series Runner up,NA,NA
9,10,Ruby,Bhogal,29,Project manager,London,3,Series Runner up,NA,NA
9,10,Rahul,Mandal,30,Research scientist,Rotherham,2,Series Winner,NA,NA
9,10,Antony,Amourdoux,30,Banker,London,NA,NA,NA,NA
9,10,Briony,Williams,33,Full-time parent,Bristol,NA,NA,NA,NA
9,10,Dan,Beasley-Harling,36,Full-time parent,London,NA,NA,NA,NA
9,10,Imelda,McCarron,33,Countryside recreation officer,County Tyrone,NA,NA,NA,NA
9,10,Jon,Jenkins,47,Blood courier,Newport,NA,NA,NA,NA
9,10,Karen,Wright,60,In-store sampling assistant,Wakefield,NA,NA,NA,NA
9,10,Luke,Thompson,30,Civil servant/house and techno DJ,Sheffield,NA,NA,NA,NA
9,10,Manon,Lagrave,26,Software project manager,London,NA,NA,NA,NA
9,10,Terry,Hartill,56,Retired air steward,West Midlands,NA,NA,NA,NA
10,1,Alice,Fevronia,28,Geography teacher,Essex,5,stayed in,NA,NA
10,1,Amelia,LeBruin,24,Fashion designer,Halifax,4,stayed in,NA,NA
10,1,David,Atherton,36,International health adviser,Whitby,10,stayed in,NA,NA
10,1,Helena,Garcia,40,Online project manager,Leeds,12,stayed in,NA,NA
10,1,Henry,Bird,20,Student,Durham,1,stayed in,NA,NA
10,1,Jamie,Finn,20,Part-time waiter,Surrey,13,stayed in,NA,NA
10,1,Michael,Chakraverty,26,Theatre manager/fitness instructor,Stratford-upon-Avon,11,stayed in,NA,NA
10,1,Phil,Thorne,56,HGV driver,Rainham,8,stayed in,NA,NA
10,1,Priya,O'Shea,34,Marketing consultant,Leicester,7,stayed in,NA,NA
10,1,Rosie,Brandreth-Poynter,28,Veterinary surgeon,Somerset,2,stayed in,NA,NA
10,1,Steph,Blackwell,28,Shop assistant,Chester,3,stayed in,NA,NA
10,1,Dan,Chambers,32,Support worker,Rotherham,9,Eliminated,NA,NA
10,1,Michelle,Evans-Fecci,35,Print shop administrator,"Tenby, Wales",6,Star Baker,NA,NA
10,2,Amelia,LeBruin,24,Fashion designer,Halifax,9,stayed in,NA,NA
10,2,David,Atherton,36,International health adviser,Whitby,2,stayed in,NA,NA
10,2,Helena,Garcia,40,Online project manager,Leeds,12,stayed in,NA,NA
10,2,Henry,Bird,20,Student,Durham,6,stayed in,NA,NA
10,2,Michael,Chakraverty,26,Theatre manager/fitness instructor,Stratford-upon-Avon,4,stayed in,NA,NA
10,2,Michelle,Evans-Fecci,35,Print shop administrator,"Tenby, Wales",8,stayed in,NA,NA
10,2,Phil,Thorne,56,HGV driver,Rainham,3,stayed in,NA,NA
10,2,Priya,O'Shea,34,Marketing consultant,Leicester,7,stayed in,NA,NA
10,2,Rosie,Brandreth-Poynter,28,Veterinary surgeon,Somerset,5,stayed in,NA,NA
10,2,Steph,Blackwell,28,Shop assistant,Chester,10,stayed in,NA,NA
10,2,Jamie,Finn,20,Part-time waiter,Surrey,11,Eliminated,NA,NA
10,2,Alice,Fevronia,28,Geography teacher,Essex,1,Star Baker,NA,NA
10,2,Dan,Chambers,32,Support worker,Rotherham,NA,NA,NA,NA
10,3,Alice,Fevronia,28,Geography teacher,Essex,7,stayed in,NA,NA
10,3,David,Atherton,36,International health adviser,Whitby,2,stayed in,NA,NA
10,3,Helena,Garcia,40,Online project manager,Leeds,8,stayed in,NA,NA
10,3,Henry,Bird,20,Student,Durham,1,stayed in,NA,NA
10,3,Michelle,Evans-Fecci,35,Print shop administrator,"Tenby, Wales",5,stayed in,NA,NA
10,3,Phil,Thorne,56,HGV driver,Rainham,10,stayed in,NA,NA
10,3,Priya,O'Shea,34,Marketing consultant,Leicester,4,stayed in,NA,NA
10,3,Rosie,Brandreth-Poynter,28,Veterinary surgeon,Somerset,9,stayed in,NA,NA
10,3,Steph,Blackwell,28,Shop assistant,Chester,3,stayed in,NA,NA
10,3,Amelia,LeBruin,24,Fashion designer,Halifax,11,Eliminated,NA,NA
10,3,Michael,Chakraverty,26,Theatre manager/fitness instructor,Stratford-upon-Avon,6,Star Baker,NA,NA
10,3,Dan,Chambers,32,Support worker,Rotherham,NA,NA,NA,NA
10,3,Jamie,Finn,20,Part-time waiter,Surrey,NA,NA,NA,NA
10,4,Alice,Fevronia,28,Geography teacher,Essex,8,stayed in,NA,NA
10,4,David,Atherton,36,International health adviser,Whitby,2,stayed in,NA,NA
10,4,Helena,Garcia,40,Online project manager,Leeds,9,stayed in,NA,NA
10,4,Henry,Bird,20,Student,Durham,3,stayed in,NA,NA
10,4,Michael,Chakraverty,26,Theatre manager/fitness instructor,Stratford-upon-Avon,7,stayed in,NA,NA
10,4,Michelle,Evans-Fecci,35,Print shop administrator,"Tenby, Wales",5,stayed in,NA,NA
10,4,Priya,O'Shea,34,Marketing consultant,Leicester,10,stayed in,NA,NA
10,4,Rosie,Brandreth-Poynter,28,Veterinary surgeon,Somerset,4,stayed in,NA,NA
10,4,Phil,Thorne,56,HGV driver,Rainham,6,Eliminated,NA,NA
10,4,Steph,Blackwell,28,Shop assistant,Chester,1,Star Baker,NA,NA
10,4,Amelia,LeBruin,24,Fashion designer,Halifax,NA,NA,NA,NA
10,4,Dan,Chambers,32,Support worker,Rotherham,NA,NA,NA,NA
10,4,Jamie,Finn,20,Part-time waiter,Surrey,NA,NA,NA,NA
10,5,Alice,Fevronia,28,Geography teacher,Essex,6,stayed in,NA,NA
10,5,David,Atherton,36,International health adviser,Whitby,9,stayed in,NA,NA
10,5,Henry,Bird,20,Student,Durham,3,stayed in,NA,NA
10,5,Michael,Chakraverty,26,Theatre manager/fitness instructor,Stratford-upon-Avon,8,stayed in,NA,NA
10,5,Priya,O'Shea,34,Marketing consultant,Leicester,2,stayed in,NA,NA
10,5,Rosie,Brandreth-Poynter,28,Veterinary surgeon,Somerset,5,stayed in,NA,NA
10,5,Helena,Garcia,40,Online project manager,Leeds,1,Eliminated,NA,NA
10,5,Michelle,Evans-Fecci,35,Print shop administrator,"Tenby, Wales",7,Eliminated,NA,NA
10,5,Steph,Blackwell,28,Shop assistant,Chester,4,Star Baker,NA,NA
10,5,Amelia,LeBruin,24,Fashion designer,Halifax,NA,NA,NA,NA
10,5,Dan,Chambers,32,Support worker,Rotherham,NA,NA,NA,NA
10,5,Jamie,Finn,20,Part-time waiter,Surrey,NA,NA,NA,NA
10,5,Phil,Thorne,56,HGV driver,Rainham,NA,NA,NA,NA
10,6,Alice,Fevronia,28,Geography teacher,Essex,1,stayed in,NA,NA
10,6,David,Atherton,36,International health adviser,Whitby,2,stayed in,NA,NA
10,6,Henry,Bird,20,Student,Durham,4,stayed in,NA,NA
10,6,Michael,Chakraverty,26,Theatre manager/fitness instructor,Stratford-upon-Avon,6,stayed in,NA,NA
10,6,Rosie,Brandreth-Poynter,28,Veterinary surgeon,Somerset,5,stayed in,NA,NA
10,6,Priya,O'Shea,34,Marketing consultant,Leicester,7,Eliminated,NA,NA
10,6,Steph,Blackwell,28,Shop assistant,Chester,3,Star Baker,NA,NA
10,6,Amelia,LeBruin,24,Fashion designer,Halifax,NA,NA,NA,NA
10,6,Dan,Chambers,32,Support worker,Rotherham,NA,NA,NA,NA
10,6,Helena,Garcia,40,Online project manager,Leeds,NA,NA,NA,NA
10,6,Jamie,Finn,20,Part-time waiter,Surrey,NA,NA,NA,NA
10,6,Michelle,Evans-Fecci,35,Print shop administrator,"Tenby, Wales",NA,NA,NA,NA
10,6,Phil,Thorne,56,HGV driver,Rainham,NA,NA,NA,NA
10,7,Alice,Fevronia,28,Geography teacher,Essex,6,stayed in,NA,NA
10,7,David,Atherton,36,International health adviser,Whitby,2,stayed in,NA,NA
10,7,Rosie,Brandreth-Poynter,28,Veterinary surgeon,Somerset,1,stayed in,NA,NA
10,7,Steph,Blackwell,28,Shop assistant,Chester,4,stayed in,NA,NA
10,7,Michael,Chakraverty,26,Theatre manager/fitness instructor,Stratford-upon-Avon,5,Eliminated,NA,NA
10,7,Henry,Bird,20,Student,Durham,3,Star Baker,NA,NA
10,7,Amelia,LeBruin,24,Fashion designer,Halifax,NA,NA,NA,NA
10,7,Dan,Chambers,32,Support worker,Rotherham,NA,NA,NA,NA
10,7,Helena,Garcia,40,Online project manager,Leeds,NA,NA,NA,NA
10,7,Jamie,Finn,20,Part-time waiter,Surrey,NA,NA,NA,NA
10,7,Michelle,Evans-Fecci,35,Print shop administrator,"Tenby, Wales",NA,NA,NA,NA
10,7,Phil,Thorne,56,HGV driver,Rainham,NA,NA,NA,NA
10,7,Priya,O'Shea,34,Marketing consultant,Leicester,NA,NA,NA,NA
10,8,Alice,Fevronia,28,Geography teacher,Essex,3,stayed in,NA,NA
10,8,David,Atherton,36,International health adviser,Whitby,1,stayed in,NA,NA
10,8,Rosie,Brandreth-Poynter,28,Veterinary surgeon,Somerset,2,stayed in,NA,NA
10,8,Henry,Bird,20,Student,Durham,5,Eliminated,NA,NA
10,8,Steph,Blackwell,28,Shop assistant,Chester,4,Star Baker,NA,NA
10,8,Amelia,LeBruin,24,Fashion designer,Halifax,NA,NA,NA,NA
10,8,Dan,Chambers,32,Support worker,Rotherham,NA,NA,NA,NA
10,8,Helena,Garcia,40,Online project manager,Leeds,NA,NA,NA,NA
10,8,Jamie,Finn,20,Part-time waiter,Surrey,NA,NA,NA,NA
10,8,Michael,Chakraverty,26,Theatre manager/fitness instructor,Stratford-upon-Avon,NA,NA,NA,NA
10,8,Michelle,Evans-Fecci,35,Print shop administrator,"Tenby, Wales",NA,NA,NA,NA
10,8,Phil,Thorne,56,HGV driver,Rainham,NA,NA,NA,NA
10,8,Priya,O'Shea,34,Marketing consultant,Leicester,NA,NA,NA,NA
10,9,David,Atherton,36,International health adviser,Whitby,2,stayed in,NA,NA
10,9,Steph,Blackwell,28,Shop assistant,Chester,3,stayed in,NA,NA
10,9,Rosie,Brandreth-Poynter,28,Veterinary surgeon,Somerset,1,Eliminated,NA,NA
10,9,Alice,Fevronia,28,Geography teacher,Essex,4,Star Baker,NA,NA
10,9,Amelia,LeBruin,24,Fashion designer,Halifax,NA,NA,NA,NA
10,9,Dan,Chambers,32,Support worker,Rotherham,NA,NA,NA,NA
10,9,Helena,Garcia,40,Online project manager,Leeds,NA,NA,NA,NA
10,9,Henry,Bird,20,Student,Durham,NA,NA,NA,NA
10,9,Jamie,Finn,20,Part-time waiter,Surrey,NA,NA,NA,NA
10,9,Michael,Chakraverty,26,Theatre manager/fitness instructor,Stratford-upon-Avon,NA,NA,NA,NA
10,9,Michelle,Evans-Fecci,35,Print shop administrator,"Tenby, Wales",NA,NA,NA,NA
10,9,Phil,Thorne,56,HGV driver,Rainham,NA,NA,NA,NA
10,9,Priya,O'Shea,34,Marketing consultant,Leicester,NA,NA,NA,NA
10,10,Alice,Fevronia,28,Geography teacher,Essex,2,Series Runner up,NA,NA
10,10,Steph,Blackwell,28,Shop assistant,Chester,3,Series Runner up,NA,NA
10,10,David,Atherton,36,International health adviser,Whitby,1,Series Winner,NA,NA
10,10,Amelia,LeBruin,24,Fashion designer,Halifax,NA,NA,NA,NA
10,10,Dan,Chambers,32,Support worker,Rotherham,NA,NA,NA,NA
10,10,Helena,Garcia,40,Online project manager,Leeds,NA,NA,NA,NA
10,10,Henry,Bird,20,Student,Durham,NA,NA,NA,NA
10,10,Jamie,Finn,20,Part-time waiter,Surrey,NA,NA,NA,NA
10,10,Michael,Chakraverty,26,Theatre manager/fitness instructor,Stratford-upon-Avon,NA,NA,NA,NA
10,10,Michelle,Evans-Fecci,35,Print shop administrator,"Tenby, Wales",NA,NA,NA,NA
10,10,Phil,Thorne,56,HGV driver,Rainham,NA,NA,NA,NA
10,10,Priya,O'Shea,34,Marketing consultant,Leicester,NA,NA,NA,NA
10,10,Rosie,Brandreth-Poynter,28,Veterinary surgeon,Somerset,NA,NA,NA,NA
